uncertain_id,title,authors,year,venue,doi,url,source,screen_reason,second_pass_recommendation,confidence,rationale,manual_final_decision,manual_notes
UT-0127,"EmbryoTrust: A Blockchain-Based Framework for Trustworthy, Secure, and Ethical In Vitro Fertilization Data Management and Fertility Preservation",Hessah A. Alsalamah; Saeed Alqahtani; Ghazlan Al-Arifi; Jana Al-Sadhan; Reema A. Almutairi; Nahla Bakhamis; Fady I. Sharara; Shada Alsalamah,2025,Electronics,10.3390/electronics14234648,https://doi.org/10.3390/electronics14234648,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0128,Formative Archetypes in Enterprise Blockchain Governance: Exploring the Dynamics of Participant Dominance and Platform Openness,Christophe Viguerie; Raffaele Ciriello; Liudmila Zavolokina,2024,SSRN Electronic Journal,10.2139/ssrn.4763641,https://doi.org/10.2139/ssrn.4763641,openalex,no_abstract_but_title_relevant,likely_exclude,low,No abstract and insufficient institutional/technical detail in title.,,
UT-0129,"Optimizing blockchain for healthcare IoT: a practical guide to navigating scalability, privacy, and efficiency trade-offs",Mwaffaq Abu AlHija; Osama Al-Baik; Abdelrahman H. Hussein; Hikmat A. M. Abdeljaber,2024,Indonesian Journal of Electrical Engineering and Computer Science,10.11591/ijeecs.v35.i3.pp1773-1785,https://doi.org/10.11591/ijeecs.v35.i3.pp1773-1785,openalex,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0130,A Reputation Awareness Randomization Consensus Mechanism in Blockchain Systems,Jingyu Zhang; Yongtao Sun; Deke Guo; Lailong Luo; Liyao Li; Qifeng Nian; Shi Zhu; Fangliao Yang,2024,IEEE Internet of Things Journal,10.1109/jiot.2024.3408846,https://doi.org/10.1109/jiot.2024.3408846,openalex,generic_blockchain_institutional,likely_include,medium,Technical evaluation is present and there is at least one meaningful institutional or interoperability signal.,,
UT-0131,Performance evaluation of an oracle-based interoperability for permissioned blockchain,Asma A. Alhussayen; Kamal Jambi; Fathy Eassa; Maher Khemakhem,2024,Computing,10.1007/s00607-024-01337-3,https://doi.org/10.1007/s00607-024-01337-3,openalex,no_abstract_but_title_relevant,needs_manual,medium,"No abstract available, but title has potentially relevant institutional or consortium signal.",,
UT-0132,"Blockchain-Based Healthcare Records Management Framework: Enhancing Security, Privacy, and Interoperability",Noor Ul Ain Tahir; Umer Rashid; Hassan Jalil Hadi; Naveed Ahmad; Yue Cao; Mohammed Ali Alshara; Yasir Javed,2024,Technologies,10.3390/technologies12090168,https://doi.org/10.3390/technologies12090168,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0133,Legal Documentation System Using Blockchain and Interplanetary File System,A. Vijayaraj; Poornesh Prahalathan; Vakati Greshmanth Reddy; S Dinesh.; Aashish Reddy D V,2024,,10.1109/iccds60734.2024.10560457,https://doi.org/10.1109/iccds60734.2024.10560457,openalex,tech_with_weak_signal,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0134,Blockchain in Finance: A Systematic Literature Review,Bulut Karadağ; Abdül Halim Zaim; Akhan Akbulut,2024,Preprints.org,10.20944/preprints202402.0690.v2,https://doi.org/10.20944/preprints202402.0690.v2,openalex,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0135,A Conceptual Framework for Deploying Blockchain to Strengthen Corporate Fraud Detection and Legal Compliance Systems,Victor Chinedu Achebe; Oluwatosin Ilori; Ngozi Joan Isibor,2024,International Journal of Multidisciplinary Research and Growth Evaluation,10.54660/.ijmrge.2024.5.2.1061-1072,https://doi.org/10.54660/.ijmrge.2024.5.2.1061-1072,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0136,A smart contract solution for transparent auctions on permissioned blockchain platform,Sujata Swain; Vikas Chouhan,2024,Computers & Electrical Engineering,10.1016/j.compeleceng.2024.109859,https://doi.org/10.1016/j.compeleceng.2024.109859,openalex,no_abstract_but_title_relevant,needs_manual,medium,"No abstract available, but title has potentially relevant institutional or consortium signal.",,
UT-0137,A Blockchain‐Based Trustworthy Access Control Scheme for Medical Data Sharing,C. Wang; Wei Wu; Fulong Chen; Hong Shu; Ji Zhang; Yuxuan Zhang; Taochun Wang; Dong Xie; Chuanxin Zhao,2024,IET Information Security,10.1049/2024/5559522,https://doi.org/10.1049/2024/5559522,openalex,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0138,A cross domain access control model for medical consortium based on DBSCAN and penalty function,Chuanjia Yao; Rong Jiang; Bin Wu; Pinghui Li; Chenguang Wang,2024,BMC Medical Informatics and Decision Making,10.1186/s12911-024-02638-5,https://doi.org/10.1186/s12911-024-02638-5,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0139,Reducing clients’ influence in property valuation: An exploration of a blockchain-based solution,Chibuikem Michael Adilieme; Rotimi Boluwatife Abidoye; Chyi Lin Lee,2024,Habitat International,10.1016/j.habitatint.2024.103217,https://doi.org/10.1016/j.habitatint.2024.103217,openalex,tech_with_weak_signal,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0140,Robust integration of blockchain and explainable federated learning for automated credit scoring,Zorka Jovanovic; Zhé Hóu; Kamanashis Biswas; Vallipuram Muthukkumarasamy,2024,Computer Networks,10.1016/j.comnet.2024.110303,https://doi.org/10.1016/j.comnet.2024.110303,openalex,generic_blockchain_institutional,likely_exclude,medium,Abstract is dominated by generic or off-scope signals and lacks clear institutional-consortium evidence.,,
UT-0141,Drawing the Boundaries Between Blockchain and Blockchain-Like Systems: A Comprehensive Survey on Distributed Ledger Technologies,Badr Bellaj; Aafaf Ouaddah; E. Bertin; Noël Crespi; Abdellatif Mezrioui,2024,Proceedings of the IEEE,10.1109/jproc.2024.3386257,https://doi.org/10.1109/jproc.2024.3386257,openalex,tech_with_weak_signal,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0142,Blockchain in the Electronics Industry for Supply Chain Management: A Survey,Shruti Jadon; Anagha Rao; Netra Jagadish; Shristi Nadakatti; R. Thanushree; Prasad B. Honnavalli,2024,IEEE Access,10.1109/access.2024.3351370,https://doi.org/10.1109/access.2024.3351370,openalex,generic_blockchain_institutional,likely_include,medium,Technical evaluation is present and there is at least one meaningful institutional or interoperability signal.,,
UT-0143,Blockchain Based Compliance Auditing For GRC Integration in Hybrid Cloud IT Governance Frameworks,Ugoaghalam Uche James,2024,International Journal of Scientific Research in Computer Science Engineering and Information Technology,10.32628/cseit24113368,https://doi.org/10.32628/cseit24113368,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0144,Developing Integrated Digital Platforms for Enhancing Transparency in Procurement and Supply Chain Management,Precious Osobhalenewie Okoruwa; Odunayo Mercy Babatope; David Adedayo Akokodaripon; Oluwafunmilayo Kehinde Akinleye,2024,International Journal of Multidisciplinary Research and Growth Evaluation,10.54660/.ijmrge.2024.5.6.1719-1729,https://doi.org/10.54660/.ijmrge.2024.5.6.1719-1729,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0145,"Blockchain Technology Adoption Models for Emerging Financial Markets: Enhancing Transparency, Reducing Fraud, and Improving Efficiency",Nurudeen Yemi Hussain; Faith Ibukun Babalola; Eseoghene Kokogho; Princess Eloho Odio,2024,International Journal of Multidisciplinary Research and Growth Evaluation,10.54660/.ijmrge.2024.5.1.1281-1292,https://doi.org/10.54660/.ijmrge.2024.5.1.1281-1292,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0146,BDLT-IoMT—a novel architecture: SVM machine learning for robust and secure data processing in Internet of Medical Things with blockchain cybersecurity,Abdullah Ayub Khan; Asif Ali Laghari; Abdullah M. Baqasah; Rex Bacarra; Roobaea Alroobaea; Majed Alsafyani; Jamil Abedalrahim Jamil Alsayaydeh,2024,The Journal of Supercomputing,10.1007/s11227-024-06782-7,https://doi.org/10.1007/s11227-024-06782-7,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0147,Review of smart water management: IoT and AI in water and wastewater treatment,Michael Ayorinde Dada; Michael Tega Majemite; Alexander Obaigbena; Onyeka Henry Daraojimba; Johnson Sunday Oliha; Zamathula Queen Sikhakhane Nwokediegwu,2024,World Journal of Advanced Research and Reviews,10.30574/wjarr.2024.21.1.0171,https://doi.org/10.30574/wjarr.2024.21.1.0171,openalex,generic_blockchain_institutional,likely_exclude,medium,Weak institutional context and limited evidence of an implementation-focused consortium study.,,
UT-0148,High-Performance Carbon Cycle Supply Data Sharing Method Based on Blockchain Multichain Technology,Yuanjun Liu; Lin Zhang; Ashim Khadka,2024,Journal of Intelligent Management Decision,10.56578/jimd030202,https://doi.org/10.56578/jimd030202,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0149,Attribute-Based Access Control Scheme for Secure Identity Resolution in Prognostics and Health Management,Yunhua He; Zihe Yan; Tingli Yuan,2024,IEEE Internet of Things Journal,10.1109/jiot.2024.3387079,https://doi.org/10.1109/jiot.2024.3387079,openalex,generic_blockchain_institutional,likely_exclude,medium,Weak institutional context and limited evidence of an implementation-focused consortium study.,,
UT-0150,"A novel scheme for enhanced content integrity, authentication, and privacy in information centric network using lightweight blockchain-based homomorphic integrity and authentication",Prof. Aravinda Thejas Chandra; Rajashekara Murthy Shivarudraiah; Nagaraja Gadde; Ravi Kumar B N,2024,International Journal of Power Electronics and Drive Systems/International Journal of Electrical and Computer Engineering,10.11591/ijece.v15i1.pp654-668,https://doi.org/10.11591/ijece.v15i1.pp654-668,openalex,tech_with_weak_signal,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0151,Securing IoT Healthcare Data: The Power of Blockchain and Homomorphic Encryption,M. Sathishkumar; V. Raghavendran,2024,,10.1109/icscss60660.2024.10624820,https://doi.org/10.1109/icscss60660.2024.10624820,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0152,Security and Privacy of Technologies in Health Information Systems: A Systematic Literature Review,Parisasadat Shojaei; Elena Vlahu‐Gjorgievska; Yang-Wai Chow,2024,Computers,10.3390/computers13020041,https://doi.org/10.3390/computers13020041,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0153,Understanding governance and control challenges of blockchain technology in healthcare and energy sectors: a historical perspective,Zuopeng Zhang; Wu He; Sachin Shetty; Xin Tian; Yuming He; Abhishek Behl; Ajith Kumar Vadakki Veetil,2023,Journal of Management History,10.1108/jmh-12-2022-0086,https://doi.org/10.1108/jmh-12-2022-0086,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0154,HSBC: Facilitating Trade Finance Through Blockchain,Arvind Sahay; Tara Tiwari,2023,Indian Institute of Management Ahmedabad,10.1108/case.iima.2023.000016,https://doi.org/10.1108/case.iima.2023.000016,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0155,Blockchain Technology Adoption in the State of Qatar: Qualitative Risk Analysis,A. N. Al-Omari; Noora Fetais,2023,International conference on civil infrastructure and construction/Proceedings of the ... International conference on civil infrastructure and construction,10.29117/cic.2023.0043,https://doi.org/10.29117/cic.2023.0043,openalex,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0156,Enabling Trust in Cross-Organisational Data Sharing for EMU Maintenance: A Double-Blockchain Solution,Tie Zhang; Ying Wang; Lei Huang; Tao Zhou,2023,Journal of Information & Knowledge Management,10.1142/s021964922350034x,https://doi.org/10.1142/s021964922350034x,openalex,generic_blockchain_institutional,likely_include,medium,Technical evaluation is present and there is at least one meaningful institutional or interoperability signal.,,
UT-0157,A Proxy-Layer Approach to Secure Smart Contract Deployment on Private EVM-Based PoA Blockchains,Yonghao Wang; Jahid Ali; Junaid Arshad; Yunxia Liu,2023,,10.1109/blockchain60715.2023.00027,https://doi.org/10.1109/blockchain60715.2023.00027,openalex,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0158,Blockchain for Healthcare Management Systems: A Survey on Interoperability and Security,Edgar Roberto Dulce Villarreal; José Garcí­a-Alonso; Enrique Moguel; Julio Ariel Hurtado Alegría,2023,IEEE Access,10.1109/access.2023.3236505,https://doi.org/10.1109/access.2023.3236505,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0159,Blockchain—Internet of Things Applications: Opportunities and Challenges for Industry 4.0 and Society 5.0,Amit Kumar Tyagi; Sathian Dananjayan; Deepshikha Agarwal; Hasmath Farhana Thariq Ahmed,2023,Sensors,10.3390/s23020947,https://doi.org/10.3390/s23020947,openalex,tech_only_no_context,likely_exclude,medium,Weak institutional context and limited evidence of an implementation-focused consortium study.,,
UT-0160,Blockchain-Powered Healthcare Systems: Enhancing Scalability and Security with Hybrid Deep Learning,Aitizaz Ali; Hashim Ali; Aamir Saeed; Aftab Ahmed; Ting Tin Tin; Muhammad Assam; Yazeed Yasin Ghadi; Heba G. Mohamed,2023,Sensors,10.3390/s23187740,https://doi.org/10.3390/s23187740,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0161,"Leveraging machine learning and blockchain in E-commerce and beyond: benefits, models, and application",Hrag Jebamikyous; Menglu Li; Yoga Suhas; Rasha Kashef,2023,Discover Artificial Intelligence,10.1007/s44163-022-00046-0,https://doi.org/10.1007/s44163-022-00046-0,openalex,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0162,An efficient sharding consensus algorithm for consortium chains,Xiaoxiong Wu; Wangxi Jiang; Mingyang Song; Zhenhong Jia; Jiwei Qin,2023,Scientific Reports,10.1038/s41598-022-27228-1,https://doi.org/10.1038/s41598-022-27228-1,openalex,generic_blockchain_institutional,likely_include,medium,Technical evaluation is present and there is at least one meaningful institutional or interoperability signal.,,
UT-0163,ST-PBFT: An Optimized PBFT Consensus Algorithm for Intellectual Property Transaction Scenarios,Wang Zhong; Wenlong Feng; Mengxing Huang; Siling Feng,2023,Electronics,10.3390/electronics12020325,https://doi.org/10.3390/electronics12020325,openalex,generic_blockchain_institutional,likely_include,medium,Technical evaluation is present and there is at least one meaningful institutional or interoperability signal.,,
UT-0164,RETRACTED: An enhanced consortium blockchain diversity mining technique for IoT metadata aggregation,Premkumar Chithaluru; Fadi Al‐Turjman; Raman Dugyala; Thompson Stephan; Manoj Kumar; Jagjit Singh Dhatterwal,2023,Future Generation Computer Systems,10.1016/j.future.2023.10.020,https://doi.org/10.1016/j.future.2023.10.020,openalex,no_abstract_but_title_relevant,needs_manual,medium,"No abstract available, but title has potentially relevant institutional or consortium signal.",,
UT-0165,GT-NRSM: efficient and scalable sharding consensus mechanism for consortium blockchain,Tao Shen; Tianyu Li; Zhuo Yu; Fenhua Bai; Chi Zhang,2023,The Journal of Supercomputing,10.1007/s11227-023-05414-w,https://doi.org/10.1007/s11227-023-05414-w,openalex,no_abstract_but_title_relevant,needs_manual,medium,"No abstract available, but title has potentially relevant institutional or consortium signal.",,
UT-0166,Research on carbon flow traceability system for distribution network based on blockchain and power flow calculation,Heyang Sun; Tong Li; Chao Yang; Yingli Zhang; Jinliang Song; Zhenjiang Lei; Gangjun Gong; Yang Liu,2023,Frontiers in Energy Research,10.3389/fenrg.2023.1118109,https://doi.org/10.3389/fenrg.2023.1118109,openalex,generic_blockchain_institutional,likely_include,medium,Technical evaluation is present and there is at least one meaningful institutional or interoperability signal.,,
UT-0167,Towards verifiable and privacy-preserving account model on a consortium blockchain based on zk-SNARKs,Xiaoyan Hu; Weicheng Zhou; Jun Yin; Guang Cheng; Shen Yan; Hua Wu,2023,Peer-to-Peer Networking and Applications,10.1007/s12083-023-01497-7,https://doi.org/10.1007/s12083-023-01497-7,openalex,no_abstract_but_title_relevant,needs_manual,medium,"No abstract available, but title has potentially relevant institutional or consortium signal.",,
UT-0168,B-Tor: Anonymous communication system based on consortium blockchain,Dawei Xu; Jiaqi Gao; Liehuang Zhu; Feng Gao; Yang Han; Jian Zhao,2023,Peer-to-Peer Networking and Applications,10.1007/s12083-023-01514-9,https://doi.org/10.1007/s12083-023-01514-9,openalex,no_abstract_but_title_relevant,needs_manual,medium,"No abstract available, but title has potentially relevant institutional or consortium signal.",,
UT-0169,Interoperability in Blockchain: A Survey,Kunpeng Ren; Nhut-Minh Ho; Dumitrel Loghin; Thanh-Toan Nguyen; Beng Chin Ooi; Quang-Trung Ta; Feida Zhu,2023,IEEE Transactions on Knowledge and Data Engineering,10.1109/tkde.2023.3275220,https://doi.org/10.1109/tkde.2023.3275220,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0170,Secure smart contract-based digital twins for the Internet of Things,Iakovos Pittaras; Nikos Fotiou; Christos Karapapas; Vasilios A. Siris; George C. Polyzos,2023,Blockchain Research and Applications,10.1016/j.bcra.2023.100168,https://doi.org/10.1016/j.bcra.2023.100168,openalex,tech_with_weak_signal,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0171,Electronic Healthcare Management System Using Blockchain Technology,J. Godwin Ponsam; Sruthisagar Duvvuri; Subhrojyoti Roy,2023,,10.1109/iccpct58313.2023.10245668,https://doi.org/10.1109/iccpct58313.2023.10245668,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0172,Cross-border Exchange of CBDCs using Layer-2 Blockchain,Krzysztof Gogol; Johnnatan Messias; Malte Schlosser; Benjamin Kraner; Claudio J. Tessone,2023,arXiv (Cornell University),10.48550/arxiv.2312.16193,https://doi.org/10.48550/arxiv.2312.16193,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0173,SPRA: Scalable policy‐based regulatory architecture for blockchain transactions,Chuntang Yu; Yongzhao Zhan; Pujie Jing; Xiangmei Song,2023,IET Blockchain,10.1049/blc2.12037,https://doi.org/10.1049/blc2.12037,openalex,generic_blockchain_institutional,likely_include,medium,Technical evaluation is present and there is at least one meaningful institutional or interoperability signal.,,
UT-0174,"Healthcare Internet of Things (H-IoT): Current Trends, Future Prospects, Applications, Challenges, and Security Issues",Mohit Kumar; Ashwani Kumar; Sahil Verma; Pronaya Bhattacharya; Deepak Ghimire; Seong‐heum Kim; A. S. M. Sanwar Hosen,2023,Electronics,10.3390/electronics12092050,https://doi.org/10.3390/electronics12092050,openalex,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0175,Multi-Party Cross-Chain Asset Transfers,André Augusto; Rafael Belchior; Thomas Hardjono; André Vasconcelos; Miguel Correia,2023,,10.36227/techrxiv.20016815.v4,https://doi.org/10.36227/techrxiv.20016815.v4,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0176,Flexible and Fine-Grained Access Control for EHR in Blockchain-Assisted E-Healthcare Systems,Dajiang Chen; Li Zhang; Zeyu Liao; Hong‐Ning Dai; Ning Zhang; Xuemin Shen; Minghui Pang,2023,IEEE Internet of Things Journal,10.1109/jiot.2023.3328382,https://doi.org/10.1109/jiot.2023.3328382,openalex,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0177,Verifcation of Academic Records Using Hyperledger Fabric and IPFS,Shaik Khaleelullah; Sai Teja Vangapalli; Malavika Gaddam; Vitesh Sai Hanumakonda; Uday Kiran Goud Gangapuram,2023,,10.1109/icpcsn58827.2023.00040,https://doi.org/10.1109/icpcsn58827.2023.00040,openalex,tech_only_no_context,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0178,Medical supply chain integrated with blockchain and IoT to track the logistics of medical products,Saroj Kumar Nanda; Sandeep Kumar Panda; Madhabananda Dash,2023,Multimedia Tools and Applications,10.1007/s11042-023-14846-8,https://doi.org/10.1007/s11042-023-14846-8,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0179,"Privacy and Security of Blockchain in Healthcare: Applications, Challenges, and Future Perspectives",Hamed Taherdoost,2023,Sci,10.3390/sci5040041,https://doi.org/10.3390/sci5040041,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0180,"Review on Blockchain Technology : Architecture, Characteristics, Benefits, Algorithms, Challenges and Applications",Karthik Kumar Vaigandla; Radha Krishna Karne; Mounika Siluveru; Madhavi Kesoju,2023,Mesopotamian Journal of CyberSecurity,10.58496/mjcs/2023/012,https://doi.org/10.58496/mjcs/2023/012,openalex,tech_with_weak_signal,likely_exclude,medium,Weak institutional context and limited evidence of an implementation-focused consortium study.,,
UT-0181,FISCO-BCOS: An Enterprise-grade Permissioned Blockchain System with High-performance,Huizhong Li; Yujie Chen; Shi Xiang; Xingqiang Bai; Nan Mo; Wenlin Li; Rui Guo; Z Wang; Yi Sun,2023,,10.1145/3581784.3607053,https://doi.org/10.1145/3581784.3607053,openalex,tech_with_weak_signal,likely_include,medium,Technical evaluation is present and there is at least one meaningful institutional or interoperability signal.,,
UT-0182,"Integrity and Privacy-Aware, Patient-Centric Health Record Access Control Framework Using a Blockchain",Rayan Anwar Abutaleb; Saad Said Alqahtany; Toqeer Ali Syed,2023,Applied Sciences,10.3390/app13021028,https://doi.org/10.3390/app13021028,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0183,TruCert: Blockchain-based trustworthy product certification within autonomous automotive supply chains,Mohammed Alsadi; Junaid Arshad; Jahid Ali; Alousseynou Prince; Shishank Shishank,2023,Computers & Electrical Engineering,10.1016/j.compeleceng.2023.108738,https://doi.org/10.1016/j.compeleceng.2023.108738,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
UT-0184,"A critical literature review of security and privacy in smart home healthcare schemes adopting IoT &amp; blockchain: Problems, challenges and solutions",Olusogo Popoola; Marcos Rodrigues; Jims Marchang; Alex Shenfield; Augustine Ikpehai; Jumoke Popoola,2023,Blockchain Research and Applications,10.1016/j.bcra.2023.100178,https://doi.org/10.1016/j.bcra.2023.100178,openalex,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0185,Aggregated Zero-Knowledge Proof and Blockchain-Empowered Authentication for Autonomous Truck Platooning,Wanxin Li; Collin Meese; Hao Guo; Mark Nejad,2023,IEEE Transactions on Intelligent Transportation Systems,10.1109/tits.2023.3271436,https://doi.org/10.1109/tits.2023.3271436,openalex,generic_blockchain_institutional,likely_exclude,medium,Abstract is dominated by generic or off-scope signals and lacks clear institutional-consortium evidence.,,
UT-0186,Decentralized Multi-Layered Architecture to Strengthen the Security in the Internet of Things Environment Using Blockchain Technology,Ahmed Alhusayni; Vijey Thayananthan; Aiiad Albeshri; Saleh Alghamdi,2023,Electronics,10.3390/electronics12204314,https://doi.org/10.3390/electronics12204314,openalex,tech_with_weak_signal,likely_include,medium,Technical evaluation is present and there is at least one meaningful institutional or interoperability signal.,,
UT-0187,Leveraging self-sovereign identity &amp; distributed ledger technology in renewable energy certificate ecosystems,Md Sadek Ferdous; Ümit Cali; Ugur Halden; Wolfgang Prinz,2023,Journal of Cleaner Production,10.1016/j.jclepro.2023.138355,https://doi.org/10.1016/j.jclepro.2023.138355,openalex,no_abstract_but_title_relevant,likely_exclude,low,No abstract and insufficient institutional/technical detail in title.,,
UT-0188,A Framework for Standardization of Distributed Ledger Technologies for Interoperable Data Integration and Alignment in Sustainable Smart Cities,Bokolo Anthony; Waribugo Sylva; Josué Kuika Watat; Sanjay Misra,2023,Journal of the Knowledge Economy,10.1007/s13132-023-01554-9,https://doi.org/10.1007/s13132-023-01554-9,openalex,tech_with_weak_signal,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0189,"Block chain technology for digital financial inclusion in the industry 4.0, towards sustainable development?",David Mhlanga,2023,Frontiers in Blockchain,10.3389/fbloc.2023.1035405,https://doi.org/10.3389/fbloc.2023.1035405,openalex,tech_only_no_context,likely_exclude,medium,Weak institutional context and limited evidence of an implementation-focused consortium study.,,
UT-0190,Advancing Healthcare Security: A Cutting-Edge Zero-Trust Blockchain Solution for Protecting Electronic Health Records,Rihab Benaich; Saida El Mendili; Youssef Gahi,2023,HighTech and Innovation Journal,10.28991/hij-2023-04-03-012,https://doi.org/10.28991/hij-2023-04-03-012,openalex,generic_blockchain_institutional,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0191,Performance Evaluation and Cyberattack Mitigation in a Blockchain-Enabled Peer-to-Peer Energy Trading Framework,Nihar Ranjan Pradhan; Akhilendra Pratap Singh; S. Sudha; K. Hemanth Kumar Reddy; Diptendu Sinha Roy,2023,Sensors,10.3390/s23020670,https://doi.org/10.3390/s23020670,openalex,tech_with_weak_signal,likely_include,medium,Technical evaluation is present and there is at least one meaningful institutional or interoperability signal.,,
UT-0192,A Novel Blockchain-Enabled Supply-Chain Management Framework for Xinjiang Jujube: Research on Optimized Blockchain Considering Private Transactions,Hao Song; Wenfei Ge; Pan Gao; Wei Xu,2023,Foods,10.3390/foods12030587,https://doi.org/10.3390/foods12030587,openalex,tech_with_weak_signal,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0193,An In-depth Security and Performance Investigation in Hyperledger Fabric-configured Distributed Computing Systems,Sidharth Quamara; Awadhesh Kumar Singh,2023,International Journal of Computing and Digital Systems,10.12785/ijcds/130115,https://doi.org/10.12785/ijcds/130115,openalex,tech_with_weak_signal,needs_manual,medium,"Mixed signals: some relevant blockchain/implementation cues, but institutional consortium relevance is not decisive from title/abstract alone.",,
UT-0194,Impact of Using the Internet of Medical Things on e-Healthcare Performance: Blockchain Assist in Improving Smart Contract,Mounir El Khatib; Haitham M. Alzoubi; Samer Hamidi; Muhammad Turki Alshurideh; Ali Baydoun; Ahmed Al-Nakeeb,2023,ClinicoEconomics and Outcomes Research,10.2147/ceor.s407778,https://doi.org/10.2147/ceor.s407778,openalex,generic_blockchain_institutional,likely_include,high,Abstract shows institutional or consortium context plus implementation/evaluation signal.,,
