candidate_id,title,year,venue,doi,source,fulltext_access,fulltext_source,landing_page_url,pdf_url,text_source,text_length,agent_fulltext_decision,agent_reason_code,agent_confidence,agent_rationale
FT-0452,Privacy-Preserving Noninteractive Compliance Audits of Blockchain Ledgers with Zero-Knowledge Proofs,2024,Acta Polytechnica Hungarica,10.12700/aph.21.11.2024.11.1,openalex,open,openalex,https://doi.org/10.12700/aph.21.11.2024.11.1,https://doi.org/10.12700/aph.21.11.2024.11.1,remote_pdf,50626,include,meets_fulltext_criteria,high,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
FT-0453,Secure Federated Cloud Storage Protection Strategy Using Hybrid Heuristic Attribute-Based Encryption With Permissioned Blockchain,2024,IEEE Access,10.1109/access.2024.3447829,openalex,open,openalex,https://doi.org/10.1109/access.2024.3447829,,landing_html,876,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0454,Hyperledger Fabric Based Post Quantum Cryptography Healthcare Application Using Discrete Event Simulation,2024,IEEE Access,10.1109/access.2024.3513153,openalex,open,openalex,https://doi.org/10.1109/access.2024.3513153,,landing_html,856,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0457,A Comparative Study on Permissioned Based Blockchain Implementation on Healthcare Data: From Security and Privacy Perspective,2024,,10.1109/fmlds63805.2024.00049,openalex,unknown,openalex,https://doi.org/10.1109/fmlds63805.2024.00049,,landing_html,875,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0461,Socially Governed Energy Hub Trading Enabled by Blockchain-Based Transactions,2023,IEEE Transactions on Computational Social Systems,10.1109/tcss.2023.3308608,openalex,open,openalex,https://researchportal.bath.ac.uk/en/publications/07b1df20-5330-4ab5-b7d7-2bd7189336f5,https://purehost.bath.ac.uk/ws/files/301015823/Socially-Governed_Energy_Hub_Trading.pdf,remote_pdf,89583,include,meets_fulltext_criteria,high,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
FT-0462,Exploring the potential of blockchain technology for citizen engagement in smart governance,2023,Open Research Europe,10.12688/openreseurope.16153.2,openalex,open,openalex,https://doi.org/10.12688/openreseurope.16153.2,,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0465,A novel secure aware privacy preserved data sharing framework in an E-government system based on a consortium blockchain,2023,Journal of Control and Decision,10.1080/23307706.2023.2211071,openalex,unknown,openalex,https://doi.org/10.1080/23307706.2023.2211071,,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0472,P-Raft: An Efficient and Robust Consensus Mechanism for Consortium Blockchains,2023,Electronics,10.3390/electronics12102271,openalex,open,openalex,https://doi.org/10.3390/electronics12102271,https://www.mdpi.com/2079-9292/12/10/2271/pdf?version=1684320160,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0474,Securing Big Data Integrity for Industrial IoT in Smart Manufacturing Based on the Trusted Consortium Blockchain (TCB),2023,IoT,10.3390/iot4010002,openalex,open,openalex,https://doi.org/10.3390/iot4010002,https://www.mdpi.com/2624-831X/4/1/2/pdf?version=1676873112,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0476,RAC-Chain: An Asynchronous Consensus-based Cross-chain Approach to Scalable Blockchain for Metaverse,2023,ACM Transactions on Multimedia Computing Communications and Applications,10.1145/3586011,openalex,unknown,openalex,https://doi.org/10.1145/3586011,,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0478,Redactable consortium blockchain based on verifiable distributed chameleon hash functions,2023,Journal of Parallel and Distributed Computing,10.1016/j.jpdc.2023.104777,openalex,unknown,openalex,https://doi.org/10.1016/j.jpdc.2023.104777,,landing_html,11,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0479,Decentralized Global Copyright System Based on Consortium Blockchain With Proof of Authority,2023,IEEE Access,10.1109/access.2023.3270627,openalex,open,openalex,https://doi.org/10.1109/access.2023.3270627,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10109089.pdf,landing_html,839,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0480,Enhancing the Security and Privacy in the IoT Supply Chain Using Blockchain and Federated Learning with Trusted Execution Environment,2023,Mathematics,10.3390/math11173759,openalex,open,openalex,https://doi.org/10.3390/math11173759,https://www.mdpi.com/2227-7390/11/17/3759/pdf?version=1693549975,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0481,Improved PBFT Algorithm Based on Comprehensive Evaluation Model,2023,Applied Sciences,10.3390/app13021117,openalex,open,openalex,https://doi.org/10.3390/app13021117,https://www.mdpi.com/2076-3417/13/2/1117/pdf?version=1673928923,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0482,HCA: Hashchain-Based Consensus Acceleration Via Re-Voting,2023,IEEE Transactions on Dependable and Secure Computing,10.1109/tdsc.2023.3262283,openalex,unknown,openalex,https://doi.org/10.1109/tdsc.2023.3262283,,landing_html,804,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0485,SECBlock-IIoT: A Secure Blockchain-enabled Edge Computing Framework for Industrial Internet of Things,2023,,10.1145/3591365.3592945,openalex,open,openalex,https://hdl.handle.net/2164/21846,https://aura.abdn.ac.uk/bitstream/2164/21846/1/Hosen_etal_SECBlock_IIoT_A_Secure_AAM.pdf,landing_html,1729,exclude,no_quantitative_or_reproducible_evidence,medium,Full text lacks quantitative or reproducible technical evidence required by the protocol.
FT-0487,Towards Blockchain-Based Secure IoT Communication for 5G Enabled Intelligent Transportation System,2023,International Journal of Computer Networks And Applications,10.22247/ijcna/2023/218518,openalex,open,openalex,https://doi.org/10.22247/ijcna/2023/218518,,landing_pdf,54213,include,meets_fulltext_criteria,high,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
FT-0489,Lightweight-BIoV: Blockchain Distributed Ledger Technology (BDLT) for Internet of Vehicles (IoVs),2023,Electronics,10.3390/electronics12030677,openalex,open,openalex,https://doi.org/10.3390/electronics12030677,https://www.mdpi.com/2079-9292/12/3/677/pdf?version=1675822201,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0490,Blockchain: a promising technology for judicial translation services in cases with foreign elements,2023,Aslib Journal of Information Management,10.1108/ajim-11-2022-0485,openalex,unknown,openalex,https://doi.org/10.1108/ajim-11-2022-0485,,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0491,"ZeroTrustBlock: Enhancing Security, Privacy, and Interoperability of Sensitive Data through ZeroTrust Permissioned Blockchain",2023,Big Data and Cognitive Computing,10.3390/bdcc7040165,openalex,open,openalex,https://doi.org/10.3390/bdcc7040165,https://www.mdpi.com/2504-2289/7/4/165/pdf?version=1697530775,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0493,Securing Secrets in Cyber-Physical Systems: A Cutting-Edge Privacy Approach with Consortium Blockchain,2023,Sensors,10.3390/s23167162,openalex,open,openalex,https://doi.org/10.3390/s23167162,https://www.mdpi.com/1424-8220/23/16/7162/pdf?version=1692003440,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0494,Blockchain-Based IoT Model and Experimental Platform Design in the Defence Supply Chain,2023,IEEE Internet of Things Journal,10.1109/jiot.2023.3240288,openalex,unknown,openalex,https://doi.org/10.1109/jiot.2023.3240288,,landing_html,834,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0495,CBDC bridging between Hyperledger Fabric and permissioned EVM-based blockchains,2023,,10.36227/techrxiv.21809430.v2,openalex,open,openalex,http://dx.doi.org/10.36227/techrxiv.21809430.v2,,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0496,Accountable Clouds Through Blockchain,2023,IEEE Access,10.1109/access.2023.3276240,openalex,open,openalex,https://doi.org/10.1109/access.2023.3276240,https://ieeexplore.ieee.org/ielx7/6287639/10005208/10124222.pdf,remote_pdf,83020,include,meets_fulltext_criteria,high,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
FT-0497,Blockchain Implementation with Hyperledger Fabric and Approach for Performance Evaluation,2023,,10.1109/icbds58040.2023.10346570,openalex,unknown,openalex,https://doi.org/10.1109/icbds58040.2023.10346570,,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0499,Private Blockchain in the Field of Health Services,2023,Journal of Advanced Health Informatics Research,10.59247/jahir.v1i1.14,openalex,open,openalex,http://dx.doi.org/10.59247/jahir.v1i1.14,https://ejournal.ptti.web.id/index.php/jahir/article/download/14/2,remote_pdf,29635,include,meets_fulltext_criteria,high,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
FT-0500,Blockchain Solution to Electronic Healthcare Records,2023,,10.1109/iitcee57236.2023.10090970,openalex,unknown,openalex,https://doi.org/10.1109/iitcee57236.2023.10090970,,landing_html,802,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0501,An IoT Ecosystem Platform for the Evaluation of Blockchain Feasibility,2023,IEEE Internet of Things Journal,10.1109/jiot.2023.3295591,openalex,open,openalex,https://escholarship.mcgill.ca/concern/articles/pk02ch37s,http://escholarship.mcgill.ca/downloads/08612v28h,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0503,Decentralized Identity Management: Mitigating Data Breaches using Blockchain-based Self-Sovereign Identity.,2023,Scientific Journal of Metaverse and Blockchain Technologies,10.36676/sjmbt.v1i1.81,openalex,open,openalex,https://doi.org/10.36676/sjmbt.v1i1.81,https://sjmbt.com/index.php/j/article/download/81/91,remote_pdf,26576,include,meets_fulltext_criteria,high,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
FT-0504,Game-Aided Blockchain Twin for Incentive and Relay-Free Model Sharing in Heterogeneous Chain-Driven Swarm Learning,2023,IEEE Systems Journal,10.1109/jsyst.2023.3290939,openalex,unknown,openalex,https://doi.org/10.1109/jsyst.2023.3290939,,landing_html,861,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0507,A Secure and Optimized Healthcare Data Governance Framework Leveraging Hyperledger Fabric Blockchain,2023,,10.1109/iccit60459.2023.10441320,openalex,unknown,openalex,https://doi.org/10.1109/iccit60459.2023.10441320,,landing_html,850,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0508,Security and privacy issues in blockchain and its applications,2023,IET Blockchain,10.1049/blc2.12051,openalex,open,openalex,https://doi.org/10.1049/blc2.12051,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1049/blc2.12051,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0509,A Blockchain-Based Architecture for Interoperable Healthcare Data Exchange,2023,,10.1109/bibm58861.2023.10385970,openalex,unknown,openalex,http://dx.doi.org/10.1109/bibm58861.2023.10385970,,landing_html,824,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0510,Blockchain-based Patient-Centric Healthcare Architecture: A Secure and Efficient Approach for Medical Data Sharing,2023,,10.1109/icccnt56998.2023.10307004,openalex,unknown,openalex,https://doi.org/10.1109/icccnt56998.2023.10307004,,landing_html,864,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0511,CFPChain: An Optimization of Research Funding Selection System Employing A Consortium Blockchain Based Approach,2023,,10.1109/ic3ina60834.2023.10285797,openalex,unknown,openalex,http://dx.doi.org/10.1109/ic3ina60834.2023.10285797,,landing_html,861,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0512,HealthBridge: A Decentralized and Interoperable Healthcare App for Rare Disease Communities,2023,,10.1109/bibm58861.2023.10385268,openalex,unknown,openalex,https://doi.org/10.1109/bibm58861.2023.10385268,,landing_html,841,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0513,Trustworthy Decentralized Management and Governance of Internet of Things Data Federations,2023,,10.1109/iotais60147.2023.10346072,openalex,unknown,openalex,https://doi.org/10.1109/iotais60147.2023.10346072,,landing_html,840,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0516,Blockchain-Aided Privacy-Preserving Medical Data Sharing Scheme for E-Healthcare System,2023,IEEE Internet of Things Journal,10.1109/jiot.2023.3287636,openalex,unknown,openalex,https://doi.org/10.1109/jiot.2023.3287636,,landing_html,834,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0517,Healthcare Data Security using Blockchain Technology,2023,,10.1109/iciscois56541.2023.10100572,openalex,unknown,openalex,https://doi.org/10.1109/iciscois56541.2023.10100572,,landing_html,802,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0520,A Scalable Cross-Border Payment System based on Consortium Blockchain Ensuring Auditability,2023,,10.1109/eict61409.2023.10427617,openalex,unknown,openalex,https://doi.org/10.1109/eict61409.2023.10427617,,landing_html,841,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0522,A Blockchain-Based Approach to Streamlining Land Registration using Hyperledger Fabric,2023,,10.1109/esci56872.2023.10099592,openalex,unknown,openalex,http://dx.doi.org/10.1109/esci56872.2023.10099592,,landing_html,836,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0523,Consortium Blockchain Based Lightweight Message Authentication and Auditing in Smart Home,2023,IEEE Access,10.1109/access.2023.3293401,openalex,open,openalex,https://doi.org/10.1109/access.2023.3293401,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10175518.pdf,landing_html,836,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0524,An Approach for Data Privacy Management for Banking Using Consortium Blockchain,2023,Preprints.org,10.20944/preprints202209.0413.v2,openalex,open,openalex,https://doi.org/10.20944/preprints202209.0413.v2,https://www.preprints.org/manuscript/202209.0413/v2/download,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0528,Scalable Electronic Health Record Management System Using a Dual-Channel Blockchain Hyperledger Fabric,2023,Systems,10.3390/systems11070346,openalex,open,openalex,https://doi.org/10.3390/systems11070346,https://www.mdpi.com/2079-8954/11/7/346/pdf?version=1688656703,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0529,Cogni-Sec: A secure cognitive enabled distributed reinforcement learning model for medical cyber–physical system,2023,Internet of Things,10.1016/j.iot.2023.100978,openalex,open,openalex,https://doi.org/10.1016/j.iot.2023.100978,,landing_html,11,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0533,Distributed Ledger Technology Based Integrated Healthcare Solution for Bangladesh,2023,IEEE Access,10.1109/access.2023.3279724,openalex,open,openalex,https://doi.org/10.1109/access.2023.3279724,https://ieeexplore.ieee.org/ielx7/6287639/10005208/10132444.pdf,landing_html,828,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0534,Toward Patient-Centric Healthcare Systems: Key Requirements and Framework for Personal Health Records Based on Blockchain Technology,2023,Applied Sciences,10.3390/app13137697,openalex,open,openalex,https://doi.org/10.3390/app13137697,https://www.mdpi.com/2076-3417/13/13/7697/pdf?version=1688040415,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0536,Enhancing Healthcare Management during COVID-19: A Patient-Centric Architectural Framework Enabled by Hyperledger Fabric Blockchain,2023,Information,10.3390/info14080425,openalex,open,openalex,https://doi.org/10.3390/info14080425,https://www.mdpi.com/2078-2489/14/8/425/pdf?version=1690395197,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0540,Hyperledger Fabric-Based Tea Supply Chain Production Data Traceable Scheme,2023,Sustainability,10.3390/su151813738,openalex,open,openalex,https://doi.org/10.3390/su151813738,https://www.mdpi.com/2071-1050/15/18/13738/pdf?version=1694749174,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0542,How might blockchain technology be used in the food supply chain? A systematic literature review,2023,Cogent Business & Management,10.1080/23311975.2023.2246739,openalex,open,openalex,https://doi.org/10.1080/23311975.2023.2246739,https://www.tandfonline.com/doi/pdf/10.1080/23311975.2023.2246739?needAccess=true&role=button,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0543,Blockchain-Based Malicious Behaviour Management Scheme for Smart Grids,2023,Smart Cities,10.3390/smartcities6050135,openalex,open,openalex,https://doi.org/10.3390/smartcities6050135,https://www.mdpi.com/2624-6511/6/5/135/pdf?version=1698052644,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0547,SecFedIDM-V1: A Secure Federated Intrusion Detection Model With Blockchain and Deep Bidirectional Long Short-Term Memory Network,2023,IEEE Access,10.1109/access.2023.3325992,openalex,open,openalex,https://doi.org/10.1109/access.2023.3325992,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10287938.pdf,landing_html,875,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0548,BlockAuth: A blockchain-based framework for secure vehicle authentication and authorization,2023,PLoS ONE,10.1371/journal.pone.0291596,openalex,open,openalex,https://doi.org/10.1371/journal.pone.0291596,,landing_html,68899,include,meets_fulltext_criteria,high,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
FT-0550,Shedding New Light on Multinational Corporations and Human Rights: Promises and Limits of “Blockchainizing” the Global Supply Chain,2023,Michigan Journal of International Law,10.36642/mjil.44.1.shedding,openalex,unknown,openalex,http://dx.doi.org/10.36642/mjil.44.1.shedding,,landing_html,7003,exclude,no_quantitative_or_reproducible_evidence,medium,Full text lacks quantitative or reproducible technical evidence required by the protocol.
FT-0551,"Blockchain and Internet of Things in smart cities and drug supply management: Open issues, opportunities, and future directions",2023,Internet of Things,10.1016/j.iot.2023.100860,openalex,open,openalex,https://doi.org/10.1016/j.iot.2023.100860,,landing_html,11,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0552,Supply chain traceability and counterfeit detection of COVID-19 vaccines using novel blockchain-based Vacledger system,2023,Expert Systems with Applications,10.1016/j.eswa.2023.120293,openalex,open,openalex,https://doi.org/10.1016/j.eswa.2023.120293,,landing_html,11,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0553,Global Interoperability Model for Distributed Ledger-Based Cross-Border Payment Systems,2023,International Journal of Multidisciplinary Research and Growth Evaluation,10.54660/.ijmrge.2023.4.6.1291-1300,openalex,open,openalex,https://doi.org/10.54660/.ijmrge.2023.4.6.1291-1300,https://www.allmultidisciplinaryjournal.com/uploads/archives/20251202151832_MGE-F-23-241.1.pdf,remote_pdf,60367,include,meets_fulltext_criteria,high,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
FT-0556,Blockchain enabled data security in vehicular networks,2023,Scientific Reports,10.1038/s41598-023-31442-w,openalex,open,openalex,https://doi.org/10.1038/s41598-023-31442-w,https://www.nature.com/articles/s41598-023-31442-w.pdf,remote_pdf,63077,include,meets_fulltext_criteria,high,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
FT-0557,SoK: A Taxonomy for Critical Analysis of Consensus Mechanisms in Consortium Blockchain,2023,IEEE Access,10.1109/access.2023.3298675,openalex,open,openalex,https://doi.org/10.1109/access.2023.3298675,https://ieeexplore.ieee.org/ielx7/6287639/10005208/10192902.pdf,remote_pdf,87571,include,meets_fulltext_criteria,high,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
FT-0558,A Decentralized Authenticated Key Agreement Scheme Based on Smart Contract for Securing Vehicular Ad-Hoc Networks,2023,IEEE Transactions on Mobile Computing,10.1109/tmc.2023.3288930,openalex,unknown,openalex,https://doi.org/10.1109/tmc.2023.3288930,,landing_html,860,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0559,Blockchain-Based Double-Layer Byzantine Fault Tolerance for Scalability Enhancement for Building Information Modeling Information Exchange,2023,Big Data and Cognitive Computing,10.3390/bdcc7020090,openalex,open,openalex,https://doi.org/10.3390/bdcc7020090,https://www.mdpi.com/2504-2289/7/2/90/pdf?version=1684374112,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0561,Secure and private data sharing in CPS e-health systems based on CB-SMO techniques,2023,Measurement Sensors,10.1016/j.measen.2023.100787,openalex,open,openalex,https://doi.org/10.1016/j.measen.2023.100787,,landing_html,11,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0562,Blockchain‐based reliable image copyright protection,2023,IET Blockchain,10.1049/blc2.12027,openalex,open,openalex,https://doi.org/10.1049/blc2.12027,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1049/blc2.12027,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0563,"DNS-BC: Fast, Reliable and Secure Domain Name System Caching System Based on a Consortium Blockchain",2023,Sensors,10.3390/s23146366,openalex,open,openalex,https://doi.org/10.3390/s23146366,https://www.mdpi.com/1424-8220/23/14/6366/pdf?version=1689243262,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0566,Heart disease severity level identification system on Hyperledger consortium network,2023,PeerJ Computer Science,10.7717/peerj-cs.1626,openalex,open,openalex,http://dx.doi.org/10.7717/peerj-cs.1626,https://peerj.com/articles/cs-1626.pdf,landing_html,85683,include,meets_fulltext_criteria,high,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
FT-0568,Blockchain-Based Secure and Scalable Routing Mechanisms for VANETs Applications,2023,International journal of Computer Networks & Communications,10.5121/ijcnc.2023.15308,openalex,open,openalex,https://doi.org/10.5121/ijcnc.2023.15308,https://doi.org/10.5121/ijcnc.2023.15308,remote_pdf,53794,include,meets_fulltext_criteria,high,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
FT-0569,RAISE: A Resilient Anonymous Information Sharing Environment,2023,Computer Modeling in Engineering & Sciences,10.32604/cmes.2023.026939,openalex,open,openalex,https://doi.org/10.32604/cmes.2023.026939,https://www.techscience.com/CMES/online/detail/19131/pdf,remote_html_from_pdf_url,5814,include,meets_fulltext_criteria,medium,Implementation and evaluation detail with at least one credible institutional/interoperability signal.
FT-0570,Research on General Blockchain Security Architecture Based On Cloud Consortium Blockchain,2023,,10.1109/icpsitiags59213.2023.10527548,openalex,unknown,openalex,https://doi.org/10.1109/icpsitiags59213.2023.10527548,,landing_html,839,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0571,Design and Implementation of Electronic Health Records using Ethereum Blockchain,2023,,10.1109/icears56392.2023.10085012,openalex,unknown,openalex,https://doi.org/10.1109/icears56392.2023.10085012,,landing_html,830,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0572,Poster: A Privacy-Preserving Smart Contract Vulnerability Detection Framework for Permissioned Blockchain,2023,,10.1145/3576915.3624366,openalex,unknown,openalex,https://doi.org/10.1145/3576915.3624366,,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0574,Data Security Approach Using Blockchain Mechanism and Cryptography Algorithms,2023,,10.1109/isdfs58141.2023.10131789,openalex,unknown,openalex,https://doi.org/10.1109/isdfs58141.2023.10131789,,landing_html,827,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0575,Blockchain Open Source Tools: Ethereum and Hyperledger Fabric,2023,,10.1109/iceconf57129.2023.10084256,openalex,unknown,openalex,http://dx.doi.org/10.1109/iceconf57129.2023.10084256,,landing_html,811,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0576,Confidentiality and Data Integrity in Consortium Blockchain Applications for Model Based Systems Engineering,2023,AIAA SCITECH 2023 Forum,10.2514/6.2023-1113,openalex,unknown,openalex,https://doi.org/10.2514/6.2023-1113,,unavailable,0,exclude,no_full_text_access,medium,No openly accessible full text could be retrieved automatically; conservatively excluded.
FT-0578,A Survey on Safety Regulation Technology of Blockchain Application and Blockchain Ecology,2022,,10.1109/blockchain55522.2022.00076,openalex,unknown,openalex,https://doi.org/10.1109/blockchain55522.2022.00076,,landing_html,839,exclude,insufficient_fulltext_access,low,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0579,Evolutionary game study on the governance and development of online car-hailing based on blockchain technology,2022,Scientific Reports,10.1038/s41598-022-11741-4,openalex,open,openalex,https://doi.org/10.1038/s41598-022-11741-4,https://www.nature.com/articles/s41598-022-11741-4.pdf,remote_pdf,56490,include,meets_fulltext_criteria,high,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
FT-0580,A Smart-Contract-Aided Plastic Credit Scheme,2022,IEEE Systems Journal,10.1109/jsyst.2022.3205266,openalex,open,openalex,https://discovery.ucl.ac.uk/id/eprint/10157589/,https://discovery.ucl.ac.uk/10157589/1/A_Smart-Contract-Aided_Plastic_Credit_Scheme.pdf,remote_pdf,63623,include,meets_fulltext_criteria,high,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
FT-0582,A survey of application research based on blockchain smart contract,2022,Wireless Networks,10.1007/s11276-021-02874-x,openalex,open,openalex,https://doi.org/10.1007/s11276-021-02874-x,https://link.springer.com/content/pdf/10.1007/s11276-021-02874-x.pdf,remote_pdf,93512,include,meets_fulltext_criteria,high,"Institutional/consortium context, concrete blockchain design/implementation, and evaluative evidence."
