candidate_id,title,year,venue,source,doi,url,construct_score,construct_note,internal_score,internal_note,external_score,external_note,reproducibility_score,reproducibility_note,total_score,tier,abstract_available
FT-0767,A Blockchain-Based Approach for Drug Traceability in Healthcare Supply Chain,2021,IEEE Access,openalex,10.1109/access.2021.3049920,https://doi.org/10.1109/access.2021.3049920,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,3,C,True
FT-0003,A Blockchain-Based Trust Framework for Resilient Cross-Domain UAV Service Orchestration,2026,arXiv,arxiv,10.48550/arXiv.2603.00456v1,http://arxiv.org/abs/2603.00456v1,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,3,C,True
FT-0428,A Consortium Blockchain-Enabled Double Auction Mechanism for Peer-to-Peer Energy Trading among Prosumers,2024,Protection and Control of Modern Power Systems,openalex,10.23919/pcmp.2023.000038,https://doi.org/10.23919/pcmp.2023.000038,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,3,C,True
FT-0792,A Novel Secure Blockchain Framework for Accessing Electronic Health Records Using Multiple Certificate Authority,2021,Applied Sciences,openalex,10.3390/app11219999,https://doi.org/10.3390/app11219999,1,some evaluation vocabulary (1 terms),1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,0,no implementation or artifact signal,3,C,True
FT-0587,"A Patient-Centric Healthcare Framework Reference Architecture for Better Semantic Interoperability Based on Blockchain, Cloud, and IoT",2022,IEEE Access,openalex,10.1109/access.2022.3202902,https://doi.org/10.1109/access.2022.3202902,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,3,C,True
FT-0040,A Pub-Sub Architecture to Promote Blockchain Interoperability,2021,arXiv,arxiv,10.48550/arXiv.2101.12331v1,http://arxiv.org/abs/2101.12331v1,2,strong evaluation vocabulary (10 distinct terms),0,preprint/index source with no comparison signal,0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,3,C,True
FT-0377,A Reputation Awareness Randomization Consensus Mechanism in Blockchain Systems,2024,IEEE Internet of Things Journal,openalex,10.1109/jiot.2024.3408846,https://doi.org/10.1109/jiot.2024.3408846,2,strong evaluation vocabulary (5 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,3,C,True
FT-0034,A Reputation-based Approach using Consortium Blockchain for Cyber Threat Intelligence Sharing,2021,arXiv,arxiv,10.48550/arXiv.2107.06662v1,http://arxiv.org/abs/2107.06662v1,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,3,C,True
FT-0169,A Security Risk Management Framework for Permissioned Blockchain Applications,2021,2021 IEEE International Conference on Smart Internet of Things (SmartIoT),ieee,10.1109/SmartIoT52359.2021.00055,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9556208,1,some evaluation vocabulary (2 terms),1,peer-reviewed venue OR baseline signal (not both),0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,3,C,True
FT-0321,A Study on the Interoperable Method of Security Tokens Between Permissioned and Public Blockchains,2025,Korea Industrial Technology Convergence Society,openalex,10.29279/jitr.k.2025.30.1.23,https://doi.org/10.29279/jitr.k.2025.30.1.23,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,3,C,True
FT-0646,A blockchain-based secure storage scheme for medical information,2022,EURASIP Journal on Wireless Communications and Networking,openalex,10.1186/s13638-022-02122-6,https://doi.org/10.1186/s13638-022-02122-6,2,strong evaluation vocabulary (4 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,3,C,True
FT-0713,A novel Confidential Consortium Blockchain framework for peer to peer energy trading,2021,International Journal of Emerging Electric Power Systems,openalex,10.1515/ijeeps-2021-0391,https://doi.org/10.1515/ijeeps-2021-0391,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,3,C,True
FT-0363,ACHealthChain blockchain framework for access control and privacy preservation in healthcare,2025,Scientific Reports,openalex,10.1038/s41598-025-00757-1,https://doi.org/10.1038/s41598-025-00757-1,2,strong evaluation vocabulary (6 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,3,C,True
FT-0345,AI-Enabled Third-Party Risk Management: Advancing Governance In Digital Ecosystems,2025,Journal of International Crisis and Risk Communication Research,openalex,10.63278/jicrcr.vi.3476,https://doi.org/10.63278/jicrcr.vi.3476,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,3,C,True
FT-0026,APPFLChain: A Privacy Protection Distributed Artificial-Intelligence Architecture Based on Federated Learning and Consortium Blockchain,2022,arXiv,arxiv,10.48550/arXiv.2206.12790v2,http://arxiv.org/abs/2206.12790v2,2,strong evaluation vocabulary (4 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,3,C,True
FT-0496,Accountable Clouds Through Blockchain,2023,IEEE Access,openalex,10.1109/access.2023.3276240,https://doi.org/10.1109/access.2023.3276240,2,strong evaluation vocabulary (5 distinct terms),0,preprint/index source with no comparison signal,0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,3,C,True
FT-0544,Advancing Healthcare Security: A Cutting-Edge Zero-Trust Blockchain Solution for Protecting Electronic Health Records,2023,HighTech and Innovation Journal,openalex,10.28991/hij-2023-04-03-012,https://doi.org/10.28991/hij-2023-04-03-012,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,3,C,True
FT-0147,An Integrated Healthcare Service System Based on Blockchain Technologies,2024,IEEE Transactions on Computational Social Systems,ieee,10.1109/TCSS.2024.3392591,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10539002,1,some evaluation vocabulary (1 terms),1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,0,no implementation or artifact signal,3,C,True
FT-0032,Atomic cross-chain exchanges of shared assets,2022,arXiv,arxiv,10.48550/arXiv.2202.12855v3,http://arxiv.org/abs/2202.12855v3,2,strong evaluation vocabulary (4 distinct terms),0,preprint/index source with no comparison signal,0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,3,C,True
FT-0012,Auditable Ledger Snapshot for Non-Repudiable Cross-Blockchain Communication,2025,arXiv,arxiv,10.48550/arXiv.2511.16560v1,http://arxiv.org/abs/2511.16560v1,2,strong evaluation vocabulary (5 distinct terms),0,preprint/index source with no comparison signal,0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,3,C,True
FT-0667,BFRT: Blockchained Federated Learning for Real-time Traffic Flow Prediction,2022,"2022 22nd IEEE International Symposium on Cluster, Cloud and Internet Computing (CCGrid)",openalex,10.1109/ccgrid54584.2022.00041,https://doi.org/10.1109/ccgrid54584.2022.00041,2,strong evaluation vocabulary (5 distinct terms),0,preprint/index source with no comparison signal,0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,3,C,True
FT-0548,BlockAuth: A blockchain-based framework for secure vehicle authentication and authorization,2023,PLoS ONE,openalex,10.1371/journal.pone.0291596,https://doi.org/10.1371/journal.pone.0291596,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,3,C,True
FT-0042,BlockJack: Towards Improved Prevention of IP Prefix Hijacking Attacks in Inter-Domain Routing Via Blockchain,2021,arXiv,arxiv,10.48550/arXiv.2107.07063v1,http://arxiv.org/abs/2107.07063v1,2,strong evaluation vocabulary (6 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,3,C,True
FT-0586,"Blockchain Adoption for Sustainable Supply Chain Management: Economic, Environmental, and Social Perspectives",2022,Frontiers in Energy Research,openalex,10.3389/fenrg.2022.899632,https://doi.org/10.3389/fenrg.2022.899632,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,3,C,True
FT-0431,Blockchain Based Compliance Auditing For GRC Integration in Hybrid Cloud IT Governance Frameworks,2024,International Journal of Scientific Research in Computer Science Engineering and Information Technology,openalex,10.32628/cseit24113368,https://doi.org/10.32628/cseit24113368,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,3,C,True
FT-0289,Blockchain Powered EHR in Pharmaceutical Industry,2022,Digitization of Healthcare Data using Blockchain,ieee,10.1002/9781119792734.ch7,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10954268.pdf&bkn=10950285&pdfType=chapter,0,no evaluation vocabulary detected in title/abstract,1,peer-reviewed venue OR baseline signal (not both),2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,3,C,True
FT-0790,Blockchain Technology and its Applications Across Multiple Domains: A Survey,2021,Journal of international technology and information management,openalex,10.58729/1941-6679.1482,https://doi.org/10.58729/1941-6679.1482,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (3 markers),0,no implementation or artifact signal,3,C,True
FT-0617,"Blockchain and AI-Empowered Healthcare Insurance Fraud Detection: an Analysis, Architecture, and Future Prospects",2022,IEEE Access,openalex,10.1109/access.2022.3194569,https://doi.org/10.1109/access.2022.3194569,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,3,C,True
FT-0163,Blockchain and Machine Learning in EHR Security: A Systematic Review,2023,IEEE Access,ieee,10.1109/ACCESS.2023.3333229,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10318133,0,no evaluation vocabulary detected in title/abstract,2,peer-reviewed venue + baseline/comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,3,C,True
FT-0328,Blockchain and Self-Sovereign Identity: A Healthcare Use Case,2025,,openalex,10.5753/wblockchain.2025.9506,https://doi.org/10.5753/wblockchain.2025.9506,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,3,C,True
FT-0801,Blockchain-Aware Distributed Dynamic Monitoring: A Smart Contract for Fog-Based Drone Management in Land Surface Changes,2021,Atmosphere,openalex,10.3390/atmos12111525,https://doi.org/10.3390/atmos12111525,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,3,C,True
FT-0568,Blockchain-Based Secure and Scalable Routing Mechanisms for VANETs Applications,2023,International journal of Computer Networks & Communications,openalex,10.5121/ijcnc.2023.15308,https://doi.org/10.5121/ijcnc.2023.15308,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,3,C,True
FT-0693,Blockchain-Based Water-Energy Transactive Management With Spatial-Temporal Uncertainties,2022,IEEE Transactions on Smart Grid,openalex,10.1109/tsg.2022.3230693,https://doi.org/10.1109/tsg.2022.3230693,1,some evaluation vocabulary (2 terms),1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,0,no implementation or artifact signal,3,C,True
FT-0701,Blockchain-based Collaborative Edge Intelligence for Trustworthy and Real-Time Video Surveillance,2022,IEEE Transactions on Industrial Informatics,openalex,10.1109/tii.2022.3203397,https://doi.org/10.1109/tii.2022.3203397,2,strong evaluation vocabulary (5 distinct terms),0,preprint/index source with no comparison signal,0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,3,C,True
FT-0317,Comparative Analysis of Communication Protocols in Blockchain-IoT Systems for Optimizing IoT Data Flow Efficiency,2025,,openalex,10.1109/icaisc64594.2025.10959590,https://doi.org/10.1109/icaisc64594.2025.10959590,1,some evaluation vocabulary (1 terms),1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,0,no implementation or artifact signal,3,C,True
FT-0296,Consortium Blockchain for State-Owned Asset Transaction Polycentric Governance: An Evolutionary Game-Theoretic and Agent-Based Modeling Framework,2026,Zenodo (CERN European Organization for Nuclear Research),openalex,10.5281/zenodo.19202350,https://doi.org/10.5281/zenodo.19202350,0,no evaluation vocabulary detected in title/abstract,1,peer-reviewed venue OR baseline signal (not both),2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,3,C,True
FT-0675,Credible pigeon permissioned blockchain traceability platform integrated with IoT based on HACCP,2022,Scientific Reports,openalex,10.1038/s41598-022-27065-2,https://doi.org/10.1038/s41598-022-27065-2,2,strong evaluation vocabulary (4 distinct terms),0,preprint/index source with no comparison signal,0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,3,C,True
FT-0505,Cross-border Exchange of CBDCs using Layer-2 Blockchain,2023,arXiv (Cornell University),openalex,10.48550/arxiv.2312.16193,https://doi.org/10.48550/arxiv.2312.16193,1,some evaluation vocabulary (2 terms),1,peer-reviewed venue OR baseline signal (not both),0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,3,C,True
FT-0016,DBNode: A Decentralized Storage System for Big Data Storage in Consortium Blockchains,2024,arXiv,arxiv,10.48550/arXiv.2409.20123v1,http://arxiv.org/abs/2409.20123v1,1,some evaluation vocabulary (2 terms),1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,0,no implementation or artifact signal,3,C,True
FT-0039,Decentralized Cross-Network Identity Management for Blockchain Interoperation,2021,arXiv,arxiv,10.48550/arXiv.2104.03277v1,http://arxiv.org/abs/2104.03277v1,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,3,C,True
FT-0503,Decentralized Identity Management: Mitigating Data Breaches using Blockchain-based Self-Sovereign Identity.,2023,Scientific Journal of Metaverse and Blockchain Technologies,openalex,10.36676/sjmbt.v1i1.81,https://doi.org/10.36676/sjmbt.v1i1.81,1,some evaluation vocabulary (1 terms),1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,0,no implementation or artifact signal,3,C,True
FT-0326,Design and Implementation of a Blockchain-Based Secure Data Sharing Framework to Enhance the Healthcare System,2025,Blockchains,openalex,10.3390/blockchains3030010,https://doi.org/10.3390/blockchains3030010,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,3,C,True
FT-0764,Designing Architecture Blockchain of Hyperledger Fabric for Purchasing Strategy,2021,International Journal of Advanced Trends in Computer Science and Engineering,openalex,10.30534/ijatcse/2021/041022021,https://doi.org/10.30534/ijatcse/2021/041022021,2,strong evaluation vocabulary (4 distinct terms),0,preprint/index source with no comparison signal,0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,3,C,True
FT-0224,Digital Secure Storage for Healthcare Data Information Using Blockchain,2023,2023 3rd International Conference on Advance Computing and Innovative Technologies in Engineering (ICACITE),ieee,10.1109/ICACITE57410.2023.10183118,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10183118,1,some evaluation vocabulary (1 terms),1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,0,no implementation or artifact signal,3,C,True
FT-0024,"DocCert: Nostrification, Document Verification and Authenticity Blockchain Solution",2023,arXiv,arxiv,10.48550/arXiv.2310.09136v1,http://arxiv.org/abs/2310.09136v1,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,3,C,True
FT-0021,EduChain: A Blockchain-based Education Data Management System,2023,arXiv,arxiv,10.48550/arXiv.2306.00553v1,http://arxiv.org/abs/2306.00553v1,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,3,C,True
FT-0437,Enhancing Electronic Agriculture Data Security with a Blockchain-Based Search Method and E-Signatures,2024,Mesopotamian Journal of CyberSecurity,openalex,10.58496/mjcs/2024/012,https://doi.org/10.58496/mjcs/2024/012,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,3,C,True
FT-0579,Evolutionary game study on the governance and development of online car-hailing based on blockchain technology,2022,Scientific Reports,openalex,10.1038/s41598-022-11741-4,https://doi.org/10.1038/s41598-022-11741-4,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,3,C,True
FT-0023,Exploration of Hyperledger Besu in Designing Private Blockchain-based Financial Distribution Systems,2023,arXiv,arxiv,10.48550/arXiv.2311.08483v1,http://arxiv.org/abs/2311.08483v1,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (4 markers),0,no implementation or artifact signal,3,C,True
FT-0793,FogChain: A Fog Computing Architecture Integrating Blockchain and Internet of Things for Personal Health Records,2021,IEEE Access,openalex,10.1109/access.2021.3109822,https://doi.org/10.1109/access.2021.3109822,1,some evaluation vocabulary (2 terms),1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,0,no implementation or artifact signal,3,C,True
FT-0668,Hybrid intrusion detection system using blockchain framework,2022,EURASIP Journal on Wireless Communications and Networking,openalex,10.1186/s13638-022-02089-4,https://doi.org/10.1186/s13638-022-02089-4,2,strong evaluation vocabulary (6 distinct terms),0,preprint/index source with no comparison signal,0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,3,C,True
FT-0005,Integration Adapter Architecture for Food Traceability Blockchain,2026,arXiv,arxiv,10.48550/arXiv.2603.26306v1,http://arxiv.org/abs/2603.26306v1,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),1,implementation mentioned but no public artifact signal,3,C,True
FT-0530,"Integrity and Privacy-Aware, Patient-Centric Health Record Access Control Framework Using a Blockchain",2023,Applied Sciences,openalex,10.3390/app13021028,https://doi.org/10.3390/app13021028,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,3,C,True
FT-0795,IoT Big Data provenance scheme using blockchain on Hadoop ecosystem,2021,Journal Of Big Data,openalex,10.1186/s40537-021-00505-y,https://doi.org/10.1186/s40537-021-00505-y,2,strong evaluation vocabulary (11 distinct terms),0,preprint/index source with no comparison signal,0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,3,C,True
FT-0786,IoT-CCAC: a blockchain-based consortium capability access control approach for IoT,2021,PeerJ Computer Science,openalex,10.7717/peerj-cs.455,https://doi.org/10.7717/peerj-cs.455,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,3,C,True
FT-0673,Leveraging Patient Information Sharing Using Blockchain-Based Distributed Networks,2022,IEEE Access,openalex,10.1109/access.2022.3206046,https://doi.org/10.1109/access.2022.3206046,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,3,C,True
FT-0636,MeDA: Using Blockchain for Patient-Controlled Medical Data Auditing in Institutions,2022,"2022 22nd IEEE International Symposium on Cluster, Cloud and Internet Computing (CCGrid)",openalex,10.1109/ccgrid54584.2022.00039,https://doi.org/10.1109/ccgrid54584.2022.00039,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,3,C,True
FT-0515,Multi-Party Cross-Chain Asset Transfers,2023,,openalex,10.36227/techrxiv.20016815.v4,https://doi.org/10.36227/techrxiv.20016815.v4,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (3 markers),0,no implementation or artifact signal,3,C,True
FT-0704,Overview of Applied Data Analytic Mechanisms and Approaches Using Permissioned Blockchains,2022,International Journal on Advanced Science Engineering and Information Technology,openalex,10.18517/ijaseit.12.1.12827,https://doi.org/10.18517/ijaseit.12.1.12827,2,strong evaluation vocabulary (3 distinct terms),0,preprint/index source with no comparison signal,0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,3,C,True
FT-0676,P2P energy trading: Blockchain-enabled P2P energy society with multi-scale flexibility services,2022,Energy Reports,openalex,10.1016/j.egyr.2022.02.074,https://doi.org/10.1016/j.egyr.2022.02.074,1,some evaluation vocabulary (1 terms),1,peer-reviewed venue OR baseline signal (not both),0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,3,C,True
FT-0372,"Protecting Vaccine Safety: An Improved, Blockchain-Based, Storage-Efficient Scheme",2024,,openalex,10.53555/kuey.v30i6.5385,https://doi.org/10.53555/kuey.v30i6.5385,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,3,C,True
FT-0001,QDBFT: A Dynamic Consensus Algorithm for Quantum-Secured Blockchain,2026,arXiv,arxiv,10.48550/arXiv.2602.11606v1,http://arxiv.org/abs/2602.11606v1,1,some evaluation vocabulary (2 terms),1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,0,no implementation or artifact signal,3,C,True
FT-0484,Research on carbon flow traceability system for distribution network based on blockchain and power flow calculation,2023,Frontiers in Energy Research,openalex,10.3389/fenrg.2023.1118109,https://doi.org/10.3389/fenrg.2023.1118109,1,some evaluation vocabulary (1 terms),1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,0,no implementation or artifact signal,3,C,True
FT-0475,ST-PBFT: An Optimized PBFT Consensus Algorithm for Intellectual Property Transaction Scenarios,2023,Electronics,openalex,10.3390/electronics12020325,https://doi.org/10.3390/electronics12020325,2,strong evaluation vocabulary (4 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,3,C,True
FT-0071,Smart GuardianChain: A Solution Based on Blockchain Technology for Ensuring Security of E-Health Records in a Smart Environment,2024,2023 International Conference on Smart Devices (ICSD),ieee,10.1109/ICSD60021.2024.10751348,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10751348,1,some evaluation vocabulary (1 terms),1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,0,no implementation or artifact signal,3,C,True
FT-0461,Socially Governed Energy Hub Trading Enabled by Blockchain-Based Transactions,2023,IEEE Transactions on Computational Social Systems,openalex,10.1109/tcss.2023.3308608,https://doi.org/10.1109/tcss.2023.3308608,1,some evaluation vocabulary (1 terms),1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,0,no implementation or artifact signal,3,C,True
FT-0009,TINC: Trusted Intelligent NetChain,2025,arXiv,arxiv,10.48550/arXiv.2511.00823v1,http://arxiv.org/abs/2511.00823v1,2,strong evaluation vocabulary (4 distinct terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,3,C,True
FT-0816,The Sustainable Development of Financial Topic Detection and Trend Prediction by Data Mining,2021,Sustainability,openalex,10.3390/su13147585,https://doi.org/10.3390/su13147585,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (4 markers),0,no implementation or artifact signal,3,C,True
FT-0531,TruCert: Blockchain-based trustworthy product certification within autonomous automotive supply chains,2023,Computers & Electrical Engineering,openalex,10.1016/j.compeleceng.2023.108738,https://doi.org/10.1016/j.compeleceng.2023.108738,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,3,C,True
FT-0172,Trusted Compute Units: A Framework for Chained Verifiable Computations,2025,2025 IEEE International Conference on Blockchain and Cryptocurrency (ICBC),ieee,10.1109/ICBC64466.2025.11114627,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11114627,1,some evaluation vocabulary (2 terms),2,peer-reviewed venue + baseline/comparison signal,0,no institutional/cross-org marker in title/abstract,0,no implementation or artifact signal,3,C,True
FT-0405,Trustworthy digital twinning data platform for power infrastructure construction projects using blockchain and semantic web,2024,Frontiers in Built Environment,openalex,10.3389/fbuil.2024.1440513,https://doi.org/10.3389/fbuil.2024.1440513,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,1,implementation mentioned but no public artifact signal,3,C,True
FT-0017,6GENABLERS-DLT: DLT-based Marketplace for Decentralized Trading of 6G Telco resources,2024,arXiv,arxiv,10.48550/arXiv.2412.14977v1,http://arxiv.org/abs/2412.14977v1,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (3 markers),0,no implementation or artifact signal,2,C,True
FT-0366,A BLOCKCHAIN ENABLED TAMPER PROOF APPROACH FOR ENHANCED MEDICAL DATA INTEGRITY AND ACCESS CONTROL,2025,Journal of Science Engineering Technology and Management Sciences,openalex,10.64771/jsetms.2025.v02.i08.pp602-612,https://doi.org/10.64771/jsetms.2025.v02.i08.pp602-612,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,2,C,True
FT-0030,A Consensus Algorithm Based on Risk Assessment Model for Permissioned Blockchain,2022,arXiv,arxiv,10.48550/arXiv.2207.07453v1,http://arxiv.org/abs/2207.07453v1,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,2,C,True
FT-0342,A Novel Permissioned Blockchain Approach for Scalable and Privacy-Preserving IoT Authentication,2025,Journal of Cyber Security and Risk Auditing,openalex,10.63180/jcsra.thestap.2025.4.3,https://doi.org/10.63180/jcsra.thestap.2025.4.3,1,some evaluation vocabulary (2 terms),1,peer-reviewed venue OR baseline signal (not both),0,no institutional/cross-org marker in title/abstract,0,no implementation or artifact signal,2,C,True
FT-0580,A Smart-Contract-Aided Plastic Credit Scheme,2022,IEEE Systems Journal,openalex,10.1109/jsyst.2022.3205266,https://doi.org/10.1109/jsyst.2022.3205266,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,2,C,True
FT-0774,A privacy-preserving design for sharing demand-driven patient datasets over permissioned blockchains and P2P secure transfer,2021,PeerJ Computer Science,openalex,10.7717/peerj-cs.568,https://doi.org/10.7717/peerj-cs.568,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,2,C,True
FT-0325,Blockchain and ERP-Integrated MIS for Transparent Apparel &amp; Textile Supply Chains,2025,Saudi Journal of Engineering and Technology,openalex,10.36348/sjet.2025.v10i09.008,https://doi.org/10.36348/sjet.2025.v10i09.008,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,2,C,True
FT-0035,Blockchain and Federated Edge Learning for Privacy-Preserving Mobile Crowdsensing,2021,arXiv,arxiv,10.48550/arXiv.2110.08671v1,http://arxiv.org/abs/2110.08671v1,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,2,C,True
